fused_feature	layer	original_feature	fold
METH__PAX8;LOC654433;LOC440839.12	DNA methylation	PAX8;LOC654433;LOC440839.12	3
METH__CABC1.3	DNA methylation	CABC1.3	3
METH__NKAIN4;FLJ16779.5	DNA methylation	NKAIN4;FLJ16779.5	3
METH__GALNT13.5	DNA methylation	GALNT13.5	3
METH__FERD3L.7	DNA methylation	FERD3L.7	3
METH__feature_175121	DNA methylation	feature_175121	3
METH__feature_324887	DNA methylation	feature_324887	3
METH__CARD11.42	DNA methylation	CARD11.42	3
METH__C14orf162.9	DNA methylation	C14orf162.9	3
METH__DCAF12L1.12	DNA methylation	DCAF12L1.12	3
METH__feature_371997	DNA methylation	feature_371997	3
METH__HOXA11AS;HOXA11.30	DNA methylation	HOXA11AS;HOXA11.30	3
METH__feature_135196	DNA methylation	feature_135196	3
METH__feature_44982	DNA methylation	feature_44982	3
METH__PCDHGB1;PCDHGB3;PCDHGB2;PCDHGA8;PCDHGA9;PCDHGB6;PCDHGB5;PCDHGB4;PCDHGA2;PCDHGA3;PCDHGA1;PCDHGA6;PCDHGA7;PCDHGA4;PCDHGA5.3	DNA methylation	PCDHGB1;PCDHGB3;PCDHGB2;PCDHGA8;PCDHGA9;PCDHGB6;PCDHGB5;PCDHGB4;PCDHGA2;PCDHGA3;PCDHGA1;PCDHGA6;PCDHGA7;PCDHGA4;PCDHGA5.3	3
METH__EPHX3.8	DNA methylation	EPHX3.8	3
METH__feature_307216	DNA methylation	feature_307216	3
METH__PAX6.52	DNA methylation	PAX6.52	3
METH__GPR50.10	DNA methylation	GPR50.10	3
METH__NALF2.5	DNA methylation	NALF2.5	3
METH__CBLN1.6	DNA methylation	CBLN1.6	3
METH__feature_309148	DNA methylation	feature_309148	3
METH__PAPLN.18	DNA methylation	PAPLN.18	3
METH__EVC2.1	DNA methylation	EVC2.1	3
METH__DNAH2.23	DNA methylation	DNAH2.23	3
METH__feature_256846	DNA methylation	feature_256846	3
METH__CLVS2.6	DNA methylation	CLVS2.6	3
METH__KRT7.11	DNA methylation	KRT7.11	3
METH__C1QL1.2	DNA methylation	C1QL1.2	3
METH__feature_23888	DNA methylation	feature_23888	3
METH__PRDM16.276	DNA methylation	PRDM16.276	3
METH__OR2L13.1	DNA methylation	OR2L13.1	3
METH__C17orf68	DNA methylation	C17orf68	3
METH__MAGEA1	DNA methylation	MAGEA1	3
METH__TMEM90B.3	DNA methylation	TMEM90B.3	3
METH__DLX5.32	DNA methylation	DLX5.32	3
METH__feature_60415	DNA methylation	feature_60415	3
METH__LBXCOR1.13	DNA methylation	LBXCOR1.13	3
METH__ABR.63	DNA methylation	ABR.63	3
METH__feature_351882	DNA methylation	feature_351882	3
METH__HMX3.12	DNA methylation	HMX3.12	3
METH__IL13RA1.7	DNA methylation	IL13RA1.7	3
METH__LRRC17;FBXL13.12	DNA methylation	LRRC17;FBXL13.12	3
METH__PTPRN2.609	DNA methylation	PTPRN2.609	3
METH__ISL2.9	DNA methylation	ISL2.9	3
METH__ADARB2.162	DNA methylation	ADARB2.162	3
METH__MED12L;GPR87	DNA methylation	MED12L;GPR87	3
METH__feature_153292	DNA methylation	feature_153292	3
METH__GALNTL6.22	DNA methylation	GALNTL6.22	3
METH__EDA.4	DNA methylation	EDA.4	3
METH__LRRC55.1	DNA methylation	LRRC55.1	3
METH__ACOT9.9	DNA methylation	ACOT9.9	3
METH__FBLL1.4	DNA methylation	FBLL1.4	3
METH__WNK4.12	DNA methylation	WNK4.12	3
METH__feature_64171	DNA methylation	feature_64171	3
METH__feature_160537	DNA methylation	feature_160537	3
METH__feature_100346	DNA methylation	feature_100346	3
METH__BANK1.9	DNA methylation	BANK1.9	3
METH__NTRK1;INSRR.14	DNA methylation	NTRK1;INSRR.14	3
METH__GDAP1L1.5	DNA methylation	GDAP1L1.5	3
METH__WDR45.19	DNA methylation	WDR45.19	3
METH__RASA3.235	DNA methylation	RASA3.235	3
METH__GPR158.7	DNA methylation	GPR158.7	3
METH__HCN2.15	DNA methylation	HCN2.15	3
METH__ZFPM1.40	DNA methylation	ZFPM1.40	3
METH__BCOR.61	DNA methylation	BCOR.61	3
METH__PPYR1	DNA methylation	PPYR1	3
METH__EPHB1.15	DNA methylation	EPHB1.15	3
METH__LRRN2.16	DNA methylation	LRRN2.16	3
METH__PHACTR1.17	DNA methylation	PHACTR1.17	3
METH__RPS4Y1.1	DNA methylation	RPS4Y1.1	3
METH__feature_137661	DNA methylation	feature_137661	3
METH__HOXA1.10	DNA methylation	HOXA1.10	3
METH__CYP26C1	DNA methylation	CYP26C1	3
METH__WFDC1.12	DNA methylation	WFDC1.12	3
METH__feature_131078	DNA methylation	feature_131078	3
METH__WT1;WIT1.9	DNA methylation	WT1;WIT1.9	3
METH__LYNX1.24	DNA methylation	LYNX1.24	3
METH__feature_110843	DNA methylation	feature_110843	3
METH__LRP12.11	DNA methylation	LRP12.11	3
METH__SFRP5.6	DNA methylation	SFRP5.6	3
METH__feature_65734	DNA methylation	feature_65734	3
METH__feature_37159	DNA methylation	feature_37159	3
METH__UTF1.5	DNA methylation	UTF1.5	3
METH__ASCL2.21	DNA methylation	ASCL2.21	3
METH__feature_383139	DNA methylation	feature_383139	3
METH__feature_377639	DNA methylation	feature_377639	3
METH__ASCL4.9	DNA methylation	ASCL4.9	3
METH__LRRIQ4.5	DNA methylation	LRRIQ4.5	3
METH__LRRC27.10	DNA methylation	LRRC27.10	3
METH__ZNF702P.8	DNA methylation	ZNF702P.8	3
METH__POU3F4.10	DNA methylation	POU3F4.10	3
METH__HCCA2;DUSP8.2	DNA methylation	HCCA2;DUSP8.2	3
METH__FOXK1.120	DNA methylation	FOXK1.120	3
METH__feature_4000	DNA methylation	feature_4000	3
METH__UPB1;C22orf45.11	DNA methylation	UPB1;C22orf45.11	3
METH__KIF26B.29	DNA methylation	KIF26B.29	3
METH__SOSTDC1.1	DNA methylation	SOSTDC1.1	3
METH__FAM123A.6	DNA methylation	FAM123A.6	3
METH__COL9A2.14	DNA methylation	COL9A2.14	3
METH__feature_70011	DNA methylation	feature_70011	3
METH__TLX2.16	DNA methylation	TLX2.16	3
METH__feature_175469	DNA methylation	feature_175469	3
METH__SALL1.2	DNA methylation	SALL1.2	3
METH__HCCA2;LOC402778.5	DNA methylation	HCCA2;LOC402778.5	3
METH__PRDM16.94	DNA methylation	PRDM16.94	3
METH__feature_370307	DNA methylation	feature_370307	3
METH__feature_22500	DNA methylation	feature_22500	3
METH__COL14A1.2	DNA methylation	COL14A1.2	3
METH__feature_9168	DNA methylation	feature_9168	3
METH__TFAP2A.47	DNA methylation	TFAP2A.47	3
METH__feature_291588	DNA methylation	feature_291588	3
METH__AGRN.33	DNA methylation	AGRN.33	3
METH__BEX4.4	DNA methylation	BEX4.4	3
METH__feature_280396	DNA methylation	feature_280396	3
METH__DBC1.2	DNA methylation	DBC1.2	3
METH__TTC7A.13	DNA methylation	TTC7A.13	3
METH__UBL4A	DNA methylation	UBL4A	3
METH__CD38.7	DNA methylation	CD38.7	3
METH__UBL4A.2	DNA methylation	UBL4A.2	3
METH__PTGDR.4	DNA methylation	PTGDR.4	3
METH__USP27X;LOC158572	DNA methylation	USP27X;LOC158572	3
METH__NKX2-2.13	DNA methylation	NKX2-2.13	3
METH__feature_330121	DNA methylation	feature_330121	3
METH__NFIC.28	DNA methylation	NFIC.28	3
METH__CPT1A.31	DNA methylation	CPT1A.31	3
METH__IFT140.23	DNA methylation	IFT140.23	3
METH__LHX8.14	DNA methylation	LHX8.14	3
METH__BNIP3.31	DNA methylation	BNIP3.31	3
METH__NKX2-1.1	DNA methylation	NKX2-1.1	3
METH__CDH18.11	DNA methylation	CDH18.11	3
METH__feature_47902	DNA methylation	feature_47902	3
METH__PDZD4.30	DNA methylation	PDZD4.30	3
METH__feature_166811	DNA methylation	feature_166811	3
METH__DMD.7	DNA methylation	DMD.7	3
METH__STK32C.101	DNA methylation	STK32C.101	3
METH__FOXI3.4	DNA methylation	FOXI3.4	3
METH__RPL23P8	DNA methylation	RPL23P8	3
METH__TK1.1	DNA methylation	TK1.1	3
METH__feature_146446	DNA methylation	feature_146446	3
METH__SIM1.53	DNA methylation	SIM1.53	3
METH__ZNF365.8	DNA methylation	ZNF365.8	3
METH__TUBGCP6.18	DNA methylation	TUBGCP6.18	3
METH__feature_179808	DNA methylation	feature_179808	3
METH__NRN1.21	DNA methylation	NRN1.21	3
METH__feature_375847	DNA methylation	feature_375847	3
METH__KCNC2.13	DNA methylation	KCNC2.13	3
METH__feature_358834	DNA methylation	feature_358834	3
METH__feature_146116	DNA methylation	feature_146116	3
METH__QRFPR.9	DNA methylation	QRFPR.9	3
METH__GPR62.4	DNA methylation	GPR62.4	3
METH__MYT1L.157	DNA methylation	MYT1L.157	3
METH__feature_182234	DNA methylation	feature_182234	3
METH__feature_2710	DNA methylation	feature_2710	3
METH__CDYL.38	DNA methylation	CDYL.38	3
METH__TNXB;TNXA.2	DNA methylation	TNXB;TNXA.2	3
METH__NHLH2.14	DNA methylation	NHLH2.14	3
METH__APC.21	DNA methylation	APC.21	3
METH__ATG4A;PSMD10.3	DNA methylation	ATG4A;PSMD10.3	3
METH__feature_135258	DNA methylation	feature_135258	3
METH__SP5.6	DNA methylation	SP5.6	3
METH__feature_370033	DNA methylation	feature_370033	3
METH__MYO1B.4	DNA methylation	MYO1B.4	3
METH__UPK3B.5	DNA methylation	UPK3B.5	3
METH__HCN1.14	DNA methylation	HCN1.14	3
METH__HOXA6.8	DNA methylation	HOXA6.8	3
METH__feature_203063	DNA methylation	feature_203063	3
METH__44631.16	DNA methylation	44631.16	3
METH__ODZ4.83	DNA methylation	ODZ4.83	3
METH__SFRS8.4	DNA methylation	SFRS8.4	3
METH__DCAF12L1.7	DNA methylation	DCAF12L1.7	3
METH__PRKCZ.96	DNA methylation	PRKCZ.96	3
METH__FLNC.41	DNA methylation	FLNC.41	3
METH__CSTA	DNA methylation	CSTA	3
METH__feature_250608	DNA methylation	feature_250608	3
METH__PAX6.7	DNA methylation	PAX6.7	3
METH__DCLK2.5	DNA methylation	DCLK2.5	3
METH__feature_246635	DNA methylation	feature_246635	3
METH__PIF1.1	DNA methylation	PIF1.1	3
METH__feature_23373	DNA methylation	feature_23373	3
METH__NCEH1.16	DNA methylation	NCEH1.16	3
METH__INSM1.9	DNA methylation	INSM1.9	3
METH__GPR81.12	DNA methylation	GPR81.12	3
METH__MUC5B.46	DNA methylation	MUC5B.46	3
METH__NKX2-4.8	DNA methylation	NKX2-4.8	3
METH__PROM1.6	DNA methylation	PROM1.6	3
METH__C1orf114.7	DNA methylation	C1orf114.7	3
METH__PFN2.1	DNA methylation	PFN2.1	3
METH__PRDM16.352	DNA methylation	PRDM16.352	3
METH__CPT1A.28	DNA methylation	CPT1A.28	3
METH__GCET2.3	DNA methylation	GCET2.3	3
METH__CMIP.17	DNA methylation	CMIP.17	3
METH__MT1E.1	DNA methylation	MT1E.1	3
METH__feature_325334	DNA methylation	feature_325334	3
METH__IQSEC1.3	DNA methylation	IQSEC1.3	3
METH__AFF2.9	DNA methylation	AFF2.9	3
METH__C1orf228.9	DNA methylation	C1orf228.9	3
METH__ITGB1BP3.14	DNA methylation	ITGB1BP3.14	3
METH__THY1.14	DNA methylation	THY1.14	3
METH__SYN1.9	DNA methylation	SYN1.9	3
METH__NPY.14	DNA methylation	NPY.14	3
METH__SIPA1.20	DNA methylation	SIPA1.20	3
METH__PTPRN2.273	DNA methylation	PTPRN2.273	3
METH__MAST1.10	DNA methylation	MAST1.10	3
METH__SYN1.20	DNA methylation	SYN1.20	3
METH__CCL28.3	DNA methylation	CCL28.3	3
METH__feature_277261	DNA methylation	feature_277261	3
METH__FIBCD1.9	DNA methylation	FIBCD1.9	3
METH__feature_105989	DNA methylation	feature_105989	3
METH__feature_369575	DNA methylation	feature_369575	3
METH__feature_39045	DNA methylation	feature_39045	3
METH__EBF1.29	DNA methylation	EBF1.29	3
METH__EMID2.18	DNA methylation	EMID2.18	3
METH__CACNA1E.23	DNA methylation	CACNA1E.23	3
METH__PRKCA.14	DNA methylation	PRKCA.14	3
METH__feature_276698	DNA methylation	feature_276698	3
METH__NKX2-1.9	DNA methylation	NKX2-1.9	3
METH__ESR1.18	DNA methylation	ESR1.18	3
METH__EMD.2	DNA methylation	EMD.2	3
METH__feature_308718	DNA methylation	feature_308718	3
METH__PRKCB.4	DNA methylation	PRKCB.4	3
METH__MIR663.8	DNA methylation	MIR663.8	3
METH__feature_161276	DNA methylation	feature_161276	3
METH__feature_271706	DNA methylation	feature_271706	3
METH__feature_231946	DNA methylation	feature_231946	3
METH__GPR108.19	DNA methylation	GPR108.19	3
METH__C14orf23.25	DNA methylation	C14orf23.25	3
METH__BNC1.5	DNA methylation	BNC1.5	3
METH__feature_19628	DNA methylation	feature_19628	3
METH__TRPS1.18	DNA methylation	TRPS1.18	3
METH__feature_330090	DNA methylation	feature_330090	3
METH__NR5A2	DNA methylation	NR5A2	3
METH__GPRASP1	DNA methylation	GPRASP1	3
METH__KATNAL2.5	DNA methylation	KATNAL2.5	3
METH__ZNF518B.13	DNA methylation	ZNF518B.13	3
METH__feature_368100	DNA methylation	feature_368100	3
METH__LOC100303728;SLC25A5.13	DNA methylation	LOC100303728;SLC25A5.13	3
METH__LPP.63	DNA methylation	LPP.63	3
METH__TMEM26.4	DNA methylation	TMEM26.4	3
METH__feature_362574	DNA methylation	feature_362574	3
METH__feature_136530	DNA methylation	feature_136530	3
METH__VWC2.14	DNA methylation	VWC2.14	3
METH__BTG2.1	DNA methylation	BTG2.1	3
METH__feature_221906	DNA methylation	feature_221906	3
METH__KLHL35.5	DNA methylation	KLHL35.5	3
METH__RPL13AP17;MAGI2.3	DNA methylation	RPL13AP17;MAGI2.3	3
METH__CACNA1C.72	DNA methylation	CACNA1C.72	3
METH__CHST11.16	DNA methylation	CHST11.16	3
METH__feature_167044	DNA methylation	feature_167044	3
METH__WNT3A.5	DNA methylation	WNT3A.5	3
METH__SOX3.2	DNA methylation	SOX3.2	3
METH__C3orf21.31	DNA methylation	C3orf21.31	3
METH__FLJ30058.18	DNA methylation	FLJ30058.18	3
METH__PLCB2.15	DNA methylation	PLCB2.15	3
METH__MCF2L.80	DNA methylation	MCF2L.80	3
METH__PRRT1.41	DNA methylation	PRRT1.41	3
METH__feature_362691	DNA methylation	feature_362691	3
METH__feature_390104	DNA methylation	feature_390104	3
METH__feature_200433	DNA methylation	feature_200433	3
METH__feature_373193	DNA methylation	feature_373193	3
METH__KCNAB2.29	DNA methylation	KCNAB2.29	3
METH__KCNB1.9	DNA methylation	KCNB1.9	3
METH__feature_225831	DNA methylation	feature_225831	3
METH__DAB1.16	DNA methylation	DAB1.16	3
METH__GFPT2.19	DNA methylation	GFPT2.19	3
METH__VGLL2.14	DNA methylation	VGLL2.14	3
METH__NBLA00301;HAND2.5	DNA methylation	NBLA00301;HAND2.5	3
METH__feature_113554	DNA methylation	feature_113554	3
METH__ANO2.20	DNA methylation	ANO2.20	3
METH__DKK1.11	DNA methylation	DKK1.11	3
METH__CNGA3.23	DNA methylation	CNGA3.23	3
METH__feature_338128	DNA methylation	feature_338128	3
METH__ARAF.13	DNA methylation	ARAF.13	3
METH__feature_298818	DNA methylation	feature_298818	3
METH__BCL11B.38	DNA methylation	BCL11B.38	3
METH__EMX2OS;EMX2.4	DNA methylation	EMX2OS;EMX2.4	3
METH__SPSB4.29	DNA methylation	SPSB4.29	3
METH__feature_90029	DNA methylation	feature_90029	3
METH__MIR137.4	DNA methylation	MIR137.4	3
METH__feature_172012	DNA methylation	feature_172012	3
METH__feature_31809	DNA methylation	feature_31809	3
METH__ATXN7L1.19	DNA methylation	ATXN7L1.19	3
METH__NBEAL2.4	DNA methylation	NBEAL2.4	3
METH__feature_209263	DNA methylation	feature_209263	3
METH__ADAM11.20	DNA methylation	ADAM11.20	3
METH__LPPR2.11	DNA methylation	LPPR2.11	3
METH__BEX4.1	DNA methylation	BEX4.1	3
METH__GLT1D1.28	DNA methylation	GLT1D1.28	3
METH__feature_296654	DNA methylation	feature_296654	3
METH__ARMCX1.4	DNA methylation	ARMCX1.4	3
METH__feature_44347	DNA methylation	feature_44347	3
METH__MAP3K11.16	DNA methylation	MAP3K11.16	3
METH__TMPRSS2.6	DNA methylation	TMPRSS2.6	3
METH__NOX4.5	DNA methylation	NOX4.5	3
METH__DIP2C.264	DNA methylation	DIP2C.264	3
METH__MIR184.3	DNA methylation	MIR184.3	3
METH__PDGFRA.23	DNA methylation	PDGFRA.23	3
METH__UNC13A.26	DNA methylation	UNC13A.26	3
METH__HMX2.16	DNA methylation	HMX2.16	3
METH__feature_226	DNA methylation	feature_226	3
METH__feature_224185	DNA methylation	feature_224185	3
METH__IL1RAPL2.4	DNA methylation	IL1RAPL2.4	3
METH__PAX9.22	DNA methylation	PAX9.22	3
METH__IRF8.3	DNA methylation	IRF8.3	3
METH__feature_155478	DNA methylation	feature_155478	3
METH__feature_206186	DNA methylation	feature_206186	3
METH__TFAP2A.42	DNA methylation	TFAP2A.42	3
METH__EFNB1.18	DNA methylation	EFNB1.18	3
METH__ZIC4;ZIC1	DNA methylation	ZIC4;ZIC1	3
METH__feature_267698	DNA methylation	feature_267698	3
METH__SPRR2C.2	DNA methylation	SPRR2C.2	3
METH__MPP1.1	DNA methylation	MPP1.1	3
METH__HOXB4.23	DNA methylation	HOXB4.23	3
METH__feature_226769	DNA methylation	feature_226769	3
METH__HOXA1.6	DNA methylation	HOXA1.6	3
METH__ZFP42.10	DNA methylation	ZFP42.10	3
METH__ATP6V1G2;NFKBIL1.22	DNA methylation	ATP6V1G2;NFKBIL1.22	3
METH__NKD2.15	DNA methylation	NKD2.15	3
METH__ZNF750;TBCD.6	DNA methylation	ZNF750;TBCD.6	3
METH__PCYT1A.6	DNA methylation	PCYT1A.6	3
METH__PRR15.9	DNA methylation	PRR15.9	3
METH__CIDEA.6	DNA methylation	CIDEA.6	3
METH__PDE4D.13	DNA methylation	PDE4D.13	3
METH__CACNA2D4.37	DNA methylation	CACNA2D4.37	3
METH__DUSP9.12	DNA methylation	DUSP9.12	3
METH__ZNF572.8	DNA methylation	ZNF572.8	3
METH__feature_58103	DNA methylation	feature_58103	3
METH__WT1;WIT1.11	DNA methylation	WT1;WIT1.11	3
METH__feature_64276	DNA methylation	feature_64276	3
METH__CAMK2N1.4	DNA methylation	CAMK2N1.4	3
METH__feature_339639	DNA methylation	feature_339639	3
METH__ETV2	DNA methylation	ETV2	3
METH__FAM104B.13	DNA methylation	FAM104B.13	3
METH__MAST4.50	DNA methylation	MAST4.50	3
METH__feature_91325	DNA methylation	feature_91325	3
METH__ZBTB16.42	DNA methylation	ZBTB16.42	3
METH__feature_201411	DNA methylation	feature_201411	3
METH__feature_365909	DNA methylation	feature_365909	3
METH__TTYH1.7	DNA methylation	TTYH1.7	3
METH__DSC3.13	DNA methylation	DSC3.13	3
METH__PRRT1.32	DNA methylation	PRRT1.32	3
METH__FOXA2.15	DNA methylation	FOXA2.15	3
METH__feature_181973	DNA methylation	feature_181973	3
METH__ATP10A.37	DNA methylation	ATP10A.37	3
METH__feature_232058	DNA methylation	feature_232058	3
METH__feature_132432	DNA methylation	feature_132432	3
METH__feature_331268	DNA methylation	feature_331268	3
METH__ELF5.6	DNA methylation	ELF5.6	3
METH__COMP.17	DNA methylation	COMP.17	3
METH__OLIG3.1	DNA methylation	OLIG3.1	3
METH__DMD.31	DNA methylation	DMD.31	3
METH__HIST1H2BE.6	DNA methylation	HIST1H2BE.6	3
METH__BCAT1.3	DNA methylation	BCAT1.3	3
METH__INSC.9	DNA methylation	INSC.9	3
METH__feature_310224	DNA methylation	feature_310224	3
METH__FOXA2.20	DNA methylation	FOXA2.20	3
METH__ZNF781.11	DNA methylation	ZNF781.11	3
METH__feature_93185	DNA methylation	feature_93185	3
METH__EHHADH.8	DNA methylation	EHHADH.8	3
METH__KLHL14.13	DNA methylation	KLHL14.13	3
METH__TPM3;NUP210L.2	DNA methylation	TPM3;NUP210L.2	3
METH__TP53AIP1.6	DNA methylation	TP53AIP1.6	3
METH__SOX14.4	DNA methylation	SOX14.4	3
METH__GALR1.18	DNA methylation	GALR1.18	3
METH__ZFR2.48	DNA methylation	ZFR2.48	3
METH__feature_299976	DNA methylation	feature_299976	3
METH__feature_213628	DNA methylation	feature_213628	3
METH__ZNF536.22	DNA methylation	ZNF536.22	3
METH__feature_258037	DNA methylation	feature_258037	3
METH__feature_253411	DNA methylation	feature_253411	3
METH__SGK1.35	DNA methylation	SGK1.35	3
METH__TESC.12	DNA methylation	TESC.12	3
METH__PAPLN.3	DNA methylation	PAPLN.3	3
METH__feature_307979	DNA methylation	feature_307979	3
METH__CPLX2.36	DNA methylation	CPLX2.36	3
METH__feature_60903	DNA methylation	feature_60903	3
METH__SRCIN1.24	DNA methylation	SRCIN1.24	3
METH__feature_91074	DNA methylation	feature_91074	3
METH__feature_12084	DNA methylation	feature_12084	3
METH__feature_20859	DNA methylation	feature_20859	3
METH__SLC7A3.6	DNA methylation	SLC7A3.6	3
METH__DDAH2.48	DNA methylation	DDAH2.48	3
METH__NTNG1.10	DNA methylation	NTNG1.10	3
METH__HOXA3.13	DNA methylation	HOXA3.13	3
METH__P4HA3.12	DNA methylation	P4HA3.12	3
METH__NOTCH4;GPSM3.22	DNA methylation	NOTCH4;GPSM3.22	3
METH__UCHL1.2	DNA methylation	UCHL1.2	3
METH__feature_120035	DNA methylation	feature_120035	3
METH__NHSL1.30	DNA methylation	NHSL1.30	3
METH__ANKRD13B.9	DNA methylation	ANKRD13B.9	3
METH__ACCN1.28	DNA methylation	ACCN1.28	3
METH__HCG4P6.9	DNA methylation	HCG4P6.9	3
METH__EBF3.28	DNA methylation	EBF3.28	3
METH__TBX18.5	DNA methylation	TBX18.5	3
METH__FNDC3B.7	DNA methylation	FNDC3B.7	3
METH__feature_327317	DNA methylation	feature_327317	3
METH__PROCA1.11	DNA methylation	PROCA1.11	3
METH__VILL.10	DNA methylation	VILL.10	3
METH__RFPL2.4	DNA methylation	RFPL2.4	3
METH__LOC401463.8	DNA methylation	LOC401463.8	3
METH__feature_327360	DNA methylation	feature_327360	3
METH__CCDC8	DNA methylation	CCDC8	3
METH__SFRS1.6	DNA methylation	SFRS1.6	3
METH__feature_296944	DNA methylation	feature_296944	3
METH__FAM59B.30	DNA methylation	FAM59B.30	3
METH__feature_115796	DNA methylation	feature_115796	3
METH__feature_99178	DNA methylation	feature_99178	3
METH__feature_171230	DNA methylation	feature_171230	3
METH__C6orf227.8	DNA methylation	C6orf227.8	3
METH__GREM1.3	DNA methylation	GREM1.3	3
METH__THBS2.8	DNA methylation	THBS2.8	3
METH__RGS20.29	DNA methylation	RGS20.29	3
METH__SYT7.12	DNA methylation	SYT7.12	3
METH__RASSF3.11	DNA methylation	RASSF3.11	3
METH__ITPKB.31	DNA methylation	ITPKB.31	3
METH__SNAP25.5	DNA methylation	SNAP25.5	3
METH__SLC44A4.27	DNA methylation	SLC44A4.27	3
METH__DAAM2.15	DNA methylation	DAAM2.15	3
METH__feature_257994	DNA methylation	feature_257994	3
METH__JAKMIP3.68	DNA methylation	JAKMIP3.68	3
METH__PRRG1.3	DNA methylation	PRRG1.3	3
METH__feature_152165	DNA methylation	feature_152165	3
METH__ZNF132.7	DNA methylation	ZNF132.7	3
METH__FAM138D	DNA methylation	FAM138D	3
METH__CFTR.2	DNA methylation	CFTR.2	3
METH__feature_129059	DNA methylation	feature_129059	3
METH__LPHN1.6	DNA methylation	LPHN1.6	3
METH__SYNGR3.6	DNA methylation	SYNGR3.6	3
METH__ELF5.12	DNA methylation	ELF5.12	3
METH__SORCS3.30	DNA methylation	SORCS3.30	3
METH__MTCP1NB;BRCC3;MTCP1.1	DNA methylation	MTCP1NB;BRCC3;MTCP1.1	3
METH__SOX15.9	DNA methylation	SOX15.9	3
METH__PAQR9.8	DNA methylation	PAQR9.8	3
METH__IGFBP3.1	DNA methylation	IGFBP3.1	3
METH__feature_63565	DNA methylation	feature_63565	3
METH__feature_71258	DNA methylation	feature_71258	3
METH__feature_264294	DNA methylation	feature_264294	3
METH__STAG2	DNA methylation	STAG2	3
METH__TERT.62	DNA methylation	TERT.62	3
METH__PTPRN2.207	DNA methylation	PTPRN2.207	3
METH__C1orf69.11	DNA methylation	C1orf69.11	3
METH__LMTK3.18	DNA methylation	LMTK3.18	3
METH__COL4A2.90	DNA methylation	COL4A2.90	3
METH__LOC100131434;CXorf40A.1	DNA methylation	LOC100131434;CXorf40A.1	3
METH__ZFAT.10	DNA methylation	ZFAT.10	3
METH__GATA5.1	DNA methylation	GATA5.1	3
METH__feature_74455	DNA methylation	feature_74455	3
METH__SRRM2;LOC100128788.1	DNA methylation	SRRM2;LOC100128788.1	3
METH__feature_245049	DNA methylation	feature_245049	3
METH__feature_331883	DNA methylation	feature_331883	3
METH__CNTN2.10	DNA methylation	CNTN2.10	3
METH__feature_175028	DNA methylation	feature_175028	3
METH__PRDM14.15	DNA methylation	PRDM14.15	3
METH__FBXO39.1	DNA methylation	FBXO39.1	3
METH__CNKSR2.13	DNA methylation	CNKSR2.13	3
METH__C1QL3.5	DNA methylation	C1QL3.5	3
METH__PRDM16.154	DNA methylation	PRDM16.154	3
METH__PCDH8.15	DNA methylation	PCDH8.15	3
METH__MED27.4	DNA methylation	MED27.4	3
METH__MYT1L.105	DNA methylation	MYT1L.105	3
METH__CREB3L2.29	DNA methylation	CREB3L2.29	3
METH__ROBO3.29	DNA methylation	ROBO3.29	3
METH__feature_150867	DNA methylation	feature_150867	3
METH__SPP1.4	DNA methylation	SPP1.4	3
METH__BRE.7	DNA methylation	BRE.7	3
METH__NPY.12	DNA methylation	NPY.12	3
METH__ACTN2.12	DNA methylation	ACTN2.12	3
